intron	logef	male	female	deltapsi
chr12:47206145:47209281:clu_19_-	-0.0177370518946669	0.198332286815036	0.1982417165224	-9.05702926364826e-05
chr12:47206169:47209281:clu_19_-	0.0624781313338619	0.0300830011972552	0.0325806543548968	0.00249765315764161
chr12:47206585:47209281:clu_19_-	-0.00418282119524972	0.0605563176162534	0.0613546687673029	0.000798351151049509
chr12:47206588:47209281:clu_19_-	-0.232499938160941	0.168068942409073	0.135524795580468	-0.032544146828605
chr12:47206588:47210640:clu_19_-	0.482573385393733	0.0311957023118595	0.0514254925003166	0.0202297901884571
chr12:47209458:47210640:clu_19_-	-0.243083582617247	0.0329684514159279	0.0263047042529087	-0.00666374716301917
chr12:6944565:6945771:clu_21_+	-0.017337615138471	0.174053987391002	0.169125303203761	-0.00492868418724152
chr12:6944652:6945771:clu_21_+	0.0173376151384709	0.825946012608998	0.830874696796239	0.00492868418724146
chr12:53295639:53297850:clu_22_+	0.226240817737659	0.12747875108747	0.186797398805881	0.0593186477184114
chr12:53296275:53297850:clu_22_+	-0.226240817737659	0.87252124891253	0.813202601194119	-0.0593186477184113
chr12:54284317:54284549:clu_23_+	-0.0700661460197891	0.732472368719613	0.704135758486749	-0.0283366102328637
chr12:54284317:54286662:clu_23_+	0.0700661460197892	0.267527631280387	0.295864241513251	0.0283366102328637
chr13:75526639:75530114:clu_25_-	0.16615207236904	0.962110903622545	0.972529040200432	0.0104181365778875
chr13:75526639:75530311:clu_25_-	-0.16615207236904	0.0378890963774555	0.0274709597995679	-0.0104181365778876
chr15:69453020:69453647:clu_26_+	0.256800200993158	0.31045081647637	0.324544343474085	0.0140935269977155
chr15:69453020:69455170:clu_26_+	-0.454165857505629	0.00806128735220684	0.00413920564856027	-0.00392208170364656
chr15:69453721:69455170:clu_26_+	0.197365656512471	0.681487896171423	0.671316450877354	-0.0101714452940689
chr16:18784823:18786240:clu_27_-	0.262948356888179	0.00355301774947669	0.00599687465701187	0.00244385690753518
chr16:18784823:18788063:clu_27_-	-0.262948356888179	0.996446982250523	0.994003125342988	-0.00244385690753512
chr17:64145995:64146230:clu_31_+	-0.0265229021901462	0.387658360725281	0.375143893068952	-0.0125144676563294
chr17:64146000:64146230:clu_31_+	0.0265229021901462	0.612341639274719	0.624856106931048	0.0125144676563292
chr17:74203710:74203918:clu_32_+	-0.0963616158702889	0.318883362030307	0.278556853016457	-0.0403265090138501
chr17:74203745:74203918:clu_32_+	0.0963616158702889	0.681116637969693	0.721443146983543	0.04032650901385
chr19:35903903:35904120:clu_34_+	-0.260670366448338	0.790228340949997	0.691034815714099	-0.0991935252358985
chr19:35903903:35904123:clu_34_+	0.260670366448338	0.209771659050003	0.308965184285901	0.0991935252358984
chr19:54201609:54206276:clu_37_+	-0.103792406961517	0.0538104608201092	0.0508018799209438	-0.00300858089916546
chr19:54201609:54207398:clu_37_+	0.105395675009651	0.00399000493312755	0.00464339612572402	0.000653391192596473
chr19:54206462:54207398:clu_37_+	-0.0461599682316968	0.918371167455691	0.91846109108956	8.99236338692821e-05
chr19:54206724:54207398:clu_37_+	0.0445567001835632	0.0238283667910726	0.0260936328637723	0.00226526607269964
chr19:55388048:55388243:clu_39_+	-0.0717804844098916	0.990707500817249	0.989288317351712	-0.00141918346553671
chr19:55388048:55388247:clu_39_+	0.0717804844098916	0.00929249918275121	0.0107116826482879	0.00141918346553668
chr19:58388245:58392976:clu_40_+	-0.314005961488499	0.00431605556642405	0.00429288534261129	-2.31702238127586e-05
chr19:58388245:58394497:clu_40_+	0.631860770500062	0.0058409703353153	0.0149600127886282	0.00911904245331293
chr19:58393487:58394497:clu_40_+	-0.317854809011562	0.989842974098261	0.98074710186876	-0.00909587222950026
chr19:39433761:39435607:clu_41_-	0.0407315842008395	0.97687702865736	0.978647389349483	0.001770360692123
chr19:39433761:39435658:clu_41_-	-0.0407315842008395	0.0231229713426399	0.0213526106505169	-0.00177036069212304
chr2:32916345:32916403:clu_44_+	0.138457453333294	0.122330150448737	0.152639260256063	0.0303091098073257
chr2:32916345:32916443:clu_44_+	-0.20868781100689	0.112332108592753	0.0990543109325146	-0.0132777976602387
chr2:32916345:32916475:clu_44_+	0.478154307371943	0.100617741912139	0.17633388602628	0.0757161441141412
chr2:32916345:32916488:clu_44_+	-0.238405864422969	0.61580167876128	0.527113272785374	-0.0886884059759059
chr2:32916345:32916559:clu_44_+	-0.169518085275378	0.0489183202850912	0.044859269999769	-0.00405905028532219
chr2:101004283:101005959:clu_45_+	0.153452179870977	0.992919561181715	0.994781006900412	0.00186144571869717
chr2:101004308:101005959:clu_45_+	-0.153452179870977	0.00708043881828494	0.00521899309958769	-0.00186144571869724
chr2:231711419:231711887:clu_48_+	0.0750083856555779	0.0837195156253075	0.0959694154856561	0.0122498998603486
chr2:231711419:231711890:clu_48_+	-0.0750083856555779	0.916280484374693	0.904030584514344	-0.0122498998603487
chr20:49279208:49280485:clu_51_+	-0.104959030165592	0.215050764996353	0.219870537737095	0.00481977274074208
chr20:49279208:49289045:clu_51_+	-0.0851244993013197	0.0349690452275671	0.0364689994928452	0.00149995426527807
chr20:49280570:49280903:clu_51_+	-0.256668649275974	0.120954133433406	0.106257626481613	-0.0146965069517928
chr20:49280570:49289045:clu_51_+	-0.21111858621395	0.418408453198093	0.384699823867924	-0.0337086293301696
chr20:49280964:49289045:clu_51_+	0.01018449199654	0.199780502419033	0.229184553603191	0.0294040511841582
chr20:49281818:49289045:clu_51_+	0.647686272960296	0.0108371007255486	0.0235184588173324	0.0126813580917838
chr20:62387674:62387843:clu_52_+	0.0890580230802178	0.591146506343248	0.582848814879336	-0.00829769146391113
chr20:62387674:62388309:clu_52_+	-0.217402893498799	0.00705812809332228	0.00512219421500716	-0.00193593387831512
chr20:62387914:62388309:clu_52_+	0.128344870418581	0.40179536556343	0.412028990905656	0.0102336253422262
chr22:39313310:39313634:clu_53_-	-0.0600050035850522	0.668257616331555	0.667257522712936	-0.00100009361861875
chr22:39313310:39314107:clu_53_-	0.120901759086637	0.00900882994381566	0.0107791560503406	0.00177032610652499
chr22:39313729:39314107:clu_53_-	-0.0608967555015847	0.32273355372463	0.321963321236723	-0.000770232487906197
chr3:40462119:40462201:clu_55_-	1.38864582427606	0.0657449208193726	0.530792124007402	0.465047203188029
chr3:40462152:40462201:clu_55_-	-1.38864582427606	0.934255079180627	0.469207875992598	-0.465047203188029
chr4:673401:673912:clu_59_-	0.0728655931828779	0.225073094767168	0.228295387055514	0.00322229228834647
chr4:673401:674212:clu_59_-	-0.171122421332728	0.140545592867624	0.111693560967134	-0.0288520319004903
chr4:673966:674212:clu_59_-	0.09825682814985	0.634381312365208	0.660011051977352	0.0256297396121437
chr4:39454635:39454864:clu_60_-	-0.442830594924104	0.0350157003100013	0.0147452900974532	-0.0202704102125481
chr4:39454649:39454864:clu_60_-	0.442830594924104	0.964984299689999	0.985254709902547	0.0202704102125482
chr4:118278792:118279389:clu_63_+	-0.646141240921958	0.770813478732054	0.480167352427412	-0.290646126304642
chr4:118279137:118279389:clu_63_+	0.646141240921958	0.229186521267946	0.519832647572588	0.290646126304642
chr5:86618053:86619353:clu_64_+	-0.146346857691469	0.150246511255053	0.116565618349062	-0.0336808929059909
chr5:86618130:86619353:clu_64_+	0.146346857691468	0.849753488744947	0.883434381650938	0.0336808929059909
chr6:85677492:85677795:clu_67_-	-0.139274546948677	0.512210651080927	0.526101748379992	0.013891097299065
chr6:85677492:85677954:clu_67_-	0.430092626596691	0.0228000282586514	0.0413837218969531	0.0185836936383016
chr6:85677868:85677954:clu_67_-	-0.0423303637671362	0.0205266935087554	0.0232296390456059	0.00270294553685053
chr6:85677875:85677954:clu_67_-	-0.248487715880879	0.444462627151666	0.409284890677449	-0.0351777364742171
chr6:132815088:132816461:clu_69_+	-0.130185285719555	0.983274720416283	0.97840784733325	-0.00486687308303313
chr6:132815224:132816461:clu_69_+	0.130185285719555	0.0167252795837168	0.0215921526667499	0.00486687308303313
chr7:22813185:22818000:clu_70_-	-0.2316495197952	0.598507898829041	0.581152276891952	-0.0173556219370895
chr7:22813185:22822677:clu_70_-	0.399631144560425	0.00426230920399307	0.00778084418058758	0.00351853497659451
chr7:22818048:22822677:clu_70_-	-0.167981624765225	0.397229791966965	0.411066878927461	0.0138370869604951
chr8:66922114:66922324:clu_71_-	-0.0415889648568192	0.425420199663459	0.405613420699282	-0.0198067789641762
chr8:66922114:66922614:clu_71_-	-0.00592599382679778	0.0828978848570206	0.0819079186604458	-0.000989966196574835
chr8:66922392:66922614:clu_71_-	0.047514958683617	0.491681915479521	0.512478660640272	0.0207967451607511
chr8:98042718:98044943:clu_72_-	0.0664031589809087	0.0285656815525984	0.024059689610789	-0.0045059919418094
chr8:98042775:98044827:clu_72_-	-0.311022007212073	0.00437033151585908	0.00252374891320999	-0.00184658260264909
chr8:98042775:98044943:clu_72_-	0.244618848231165	0.967063986931542	0.973416561476001	0.00635257454445859
chr9:19376589:19378368:clu_73_-	0.0384499202234755	0.00622090722834044	0.00671482961184039	0.00049392238349994
chr9:19376651:19378368:clu_73_-	-0.0384499202234755	0.99377909277166	0.99328517038816	-0.000493922383499878
chrX:154399941:154400464:clu_76_+	0.139657771832237	0.189756176493509	0.201666452227992	0.0119102757344829
chrX:154399941:154400702:clu_76_+	-0.113794937737619	0.01347331078739	0.0111131954321668	-0.00236011535522319
chrX:154400626:154400702:clu_76_+	0.0694839109117963	0.785063246249261	0.777796997665703	-0.00726624858355818
chrX:154400626:154400717:clu_76_+	0.241270578089744	0.00328389739133566	0.00386328899505301	0.00057939160371735
chrX:154400626:154400720:clu_76_+	-0.336617323096158	0.00842336907850419	0.00556006567908514	-0.00286330339941906
